	OG	KO.id	KO.description	L1_Col	L1_TSB	L1_FC	DEG	Plant Associated
cds2462	OG0001148			7.89160682468207	7.89278088901818	0.619750506180359	nonDEG	nonPA
cds2465				4.94725592327742	6.0574938633578	-1.07883798880082	nonDEG	nonPA
cds2467	OG0006280	K03636	moaD; sulfur-carrier protein	6.94871834858106	7.13071754442859	0.419371065255712	nonDEG	nonPA
cds2468	OG0000773	K03639	moaA; GTP 3',8-cyclase [EC:4.1.99.22]	8.34396833811573	10.4890886351176	-1.50516897316543	down	nonPA
cds2469	OG0001235	K00387	SUOX; sulfite oxidase [EC:1.8.3.1]	7.14568098843444	5.26005472243155	0.771277598480044	nonDEG	nonPA
cds247	OG0000050	K19591	cueR; MerR family transcriptional regulator, copper efflux regulator	4.92307404699158	3.51661069066326	0.595098901434464	nonDEG	nonPA
cds2470	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial	8.20074024636798	5.8180480411655	2.99800123895603	up	nonPA
cds2474	OG0006281			6.44031154290464	6.93804368062241	0.163748215680875	nonDEG	nonPA
cds2475	OG0000406			5.74189626735243	2.7240538083918	2.56763905810736	nonDEG	nonPA
cds2476	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	6.59682776467534	7.95661821978802	-2.40828139293886	nonDEG	nonPA
cds2477	OG0000669	K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	7.25979277739777	7.67832202047398	-1.36694710110826	nonDEG	PA
cds2478	OG0003122			7.17267520389583	4.43068191470604	3.53586460501555	up	nonPA
cds2479	OG0003137	K05275	E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]	6.12446734953602	6.4787969169827	0.374528880884269	nonDEG	nonPA
cds248				5.80084946475586	5.99899185212259	0.690840079513395	nonDEG	nonPA
cds2480	OG0000054	K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein	5.447884901738	5.91835772877727	0.187541212866794	nonDEG	nonPA
cds2481	OG0000304	K01028	E2.8.3.5A; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	7.61718092471973	6.69240026221763	0.926700077967464	nonDEG	nonPA
cds2482	OG0000244	K01029	E2.8.3.5B; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	7.88977831165416	5.75497285536509	2.77345768799146	up	nonPA
cds2483	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	5.9311520789793	5.91869964016527	0.0776172932037255	nonDEG	nonPA
cds2484	OG0001148			6.98366167298787	5.32337254974359	2.82025152694772	nonDEG	nonPA
cds2486	OG0000565	K07154	hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]	6.5294716465263	7.93117203734986	-0.807576146228111	nonDEG	nonPA
cds2487	OG0003990	K01201	GBA; glucosylceramidase [EC:3.2.1.45]	6.53437751771301	2.43256410241976	3.88916138591334	nonDEG	nonPA
cds2488	OG0000310	K01515	nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13]	6.47643060947152	5.13584098717935	1.68979340969152	nonDEG	nonPA
cds2489	OG0000168	K01438	argE; acetylornithine deacetylase [EC:3.5.1.16]	7.64203678344153	7.00455043976542	1.42341889323815	nonDEG	nonPA
cds249				7.35603345426769	6.40017948144105	0.0106734038697353	nonDEG	nonPA
cds2490	OG0000095	K13566	NIT2; omega-amidase [EC:3.5.1.3]	6.40634178044739	4.4249907435864	2.27037391201207	nonDEG	nonPA
cds2491	OG0000187			5.57877312619431	5.65775245225378	-0.157894633253649	nonDEG	nonPA
cds2492				6.84491340655462	4.87320680071554	2.24247940971608	nonDEG	nonPA
cds2493	OG0006282			6.28629187583373	5.78938290773464	0.461194821107321	nonDEG	nonPA
cds2495	OG0000190	K04033	eutR; AraC family transcriptional regulator, ethanolamine operon transcriptional activator	6.82870266770843	4.79387159693479	2.15786087832081	nonDEG	nonPA
cds2497	OG0002534			5.18610845282537	5.47356666625925	-1.08403684430996	nonDEG	nonPA
cds2498	OG0001043	K01129	dgt; dGTPase [EC:3.1.5.1]	7.29747578234796	6.06819430095593	1.21399483895095	nonDEG	nonPA
cds2499	OG0004417			6.21105377413633	3.87320680071554	3.08600075792518	up	nonPA
cds250	OG0004450			5.33379335884155	4.98668799485561	-0.685918057208413	nonDEG	nonPA
cds2500				5.48460968093755	4.75320808880858	0.558721035065541	nonDEG	nonPA
cds2504	OG0002085	K22318	oleB; 3-alkyl-4-acyloxetan-2-one decarboxylase	5.94725592327742	5.44329704321581	0.548936161316006	nonDEG	nonPA
cds2505	OG0003632			5.93436210795043	6.44827207312443	0.144698025195727	nonDEG	nonPA
cds2507	OG0000109			7.00849291506258	4.44002004009591	3.28862656510122	up	nonPA
cds2508	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	5.43433757357222	6.98089172082943	-0.988697821246792	nonDEG	nonPA
cds2509	OG0004335			4.91956406816428	6.00142808412732	0.0288144125217304	nonDEG	nonPA
cds251				5.87114711650169	4.49473975867957	1.66953403849172	nonDEG	nonPA
cds2510	OG0001720			5.71018306905801	5.55685245579062	0.225516067299543	nonDEG	nonPA
cds2512	OG0000044	K19265	gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	6.01186526395419	3.5709099355127	1.42140002954045	nonDEG	nonPA
cds2513	OG0006283			6.06057757074152	3.45219533210428	1.5855711003769	nonDEG	nonPA
cds2517	OG0000395	K03718	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA	5.56071848771328	4.2110275539844	0.052306343654409	nonDEG	nonPA
cds2518	OG0002712			5.69718546479153	7.39760156952778	-1.41040840026238	nonDEG	nonPA
cds2519	OG0002187			5.15672546709975	5.3605939378465	1.43892758908316	nonDEG	nonPA
cds2520				5.44725592327742	6.93414974560653	-1.55416307139563	nonDEG	nonPA
cds2521				5.80084946475586	5.23333127287022	1.29642958073935	nonDEG	nonPA
cds2522				6.30158567024531	6.23288688810399	-0.819158690979584	nonDEG	nonPA
cds2524	OG0000041	K17317	gtsC; glucose/mannose transport system permease protein	5.98460968093755	7.46540254943674	-1.48476038605584	nonDEG	nonPA
cds2525	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein	4.60114595210422	4.67595978959814	-0.827739514228721	nonDEG	PA
cds2526	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein	6.53221842399857	4.76385806603211	1.75265085392909	nonDEG	PA
cds2527	OG0000013	K02529	lacI; LacI family transcriptional regulator	5.79514556977916	4.82253910290053	1.05685727923437	nonDEG	PA
cds2529	OG0003139			5.40850087416182	4.7370822110496	-0.303554091229019	nonDEG	nonPA
cds253	OG0001642	K01236	treZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]	6.48966671515211	3.20654013404888	3.35586252684705	nonDEG	nonPA
cds2530	OG0005145			7.01186526395419	6.96313647700102	-0.884455245653329	nonDEG	nonPA
cds2531	OG0003638			5.81971064087798	4.60182898248599	1.80466808380365	nonDEG	nonPA
cds2532				5.92307404699158	4.11725632667169	0.876902970599793	nonDEG	nonPA
cds2533	OG0000054	K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein	5.77107095354653	5.84163570401752	-0.937311908677614	nonDEG	nonPA
cds2534	OG0004468			7.05602771354351	4.44125153461516	3.22142974864029	up	nonPA
cds2535	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter	4.94871834858106	3.6706459416418	2.37435514110294	nonDEG	nonPA
cds2536				6.24020805455311	2.48323180023477	4.52942039810836	up	nonPA
cds2537	OG0001606			6.63651173490428	3.29421826932681	3.0706980366157	nonDEG	nonPA
cds2538	OG0002097			7.39112581343335	7.56634246818974	0.532488771277472	nonDEG	nonPA
cds254	OG0001641	K06044	treY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]	8.0075812591555	8.99292527094797	-0.337927195515164	nonDEG	nonPA
cds2540	OG0003991			5.33379335884155	4.5251223880323	-0.136308492304218	nonDEG	nonPA
cds2541	OG0003991			8.46898538353607	2.92387449853056	6.12206838302062	up	nonPA
cds2545	OG0000046	K02025	ABC.MS.P; multiple sugar transport system permease protein	6.37341347026933	3.80438984155973	2.50151651385544	nonDEG	PA
cds2546	OG0002815	K12308	bgaB; beta-galactosidase [EC:3.2.1.23]	4.59682776467534	4.82476034632753	-1.18806696173723	nonDEG	PA
cds2547	OG0000013	K02529	lacI; LacI family transcriptional regulator	6.2838164484709	6.89030414550617	0.0063498910177937	nonDEG	PA
cds2549				5.88264658260064	5.84217033258505	-1.18373726451548	nonDEG	nonPA
cds255	OG0000539	K01214	ISA; isoamylase [EC:3.2.1.68]	8.82263988246411	8.11154604606198	1.31640629573162	up	nonPA
cds2552	OG0000098	K01684	dgoD; galactonate dehydratase [EC:4.2.1.6]	5.40850087416182	4.8129826552901	-0.235170302362416	nonDEG	nonPA
cds2553	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter	5.60114595210422	4.92984846786298	-0.201173345677205	nonDEG	nonPA
cds2554	OG0000147	K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	5.60114595210422	4.51185538534631	0.208702636094406	nonDEG	nonPA
cds2555	OG0000667	K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]	6.25085722135106	4.99062819180165	1.24645274589442	nonDEG	PA
cds2557				7.28907222042367	8.16012304562027	-0.247508663173186	nonDEG	nonPA
cds2558	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	7.03432937080289	7.46149733096091	0.270162135054188	nonDEG	nonPA
cds2559	OG0000016	K07729	putative transcriptional regulator	7.37098052881269	7.44612243734923	0.580389632000121	nonDEG	nonPA
cds256	OG0000107	K12132	prkC; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	7.66480243308491	6.96984133774794	1.42129464296171	nonDEG	nonPA
cds2560	OG0006284			7.97053692687649	9.23972969866288	-0.641381814952076	nonDEG	nonPA
cds2561				8.20514730898909	8.75161890415538	0.150538583293123	nonDEG	nonPA
cds2562	OG0003104			7.03874806970364	8.42419899382168	-0.295312772399891	nonDEG	nonPA
cds2563	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial	8.54762090786709	9.0343908272964	0.201975691606072	nonDEG	nonPA
cds2564				6.96863237647836	8.62485839416139	-1.02564639598274	nonDEG	nonPA
cds2565	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein	8.67241941279426	10.9403027142856	-1.66336352020871	down	nonPA
cds2566				9.33534212750719	10.9099216199214	-0.831480481183997	nonDEG	nonPA
cds2567	OG0000067	K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]	6.77107095354653	6.28329368893881	-0.497408795640323	nonDEG	nonPA
cds2568	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB	8.07784629183894	9.40183294456789	-0.561593435423353	nonDEG	nonPA
cds2569	OG0003587	K07459	ybjD; putative ATP-dependent endonuclease of the OLD family	9.09245186807177	9.17806453335622	0.523965691160885	nonDEG	nonPA
cds257	OG0001198	K00156	poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	8.74404809781502	7.80148807992799	1.56598503563454	up	nonPA
cds2570	OG0002293			7.95870628791601	9.14151288281863	-0.373285369048061	nonDEG	nonPA
cds2571	OG0002293			11.1141152225014	11.6017973211667	0.187732497144009	nonDEG	nonPA
cds2572	OG0000809	K20074	prpC; PPM family protein phosphatase [EC:3.1.3.16]	12.0199244098025	11.6894899813509	0.919029794990983	nonDEG	nonPA
cds2573	OG0000178	K03588	ftsW; cell division protein FtsW	5.30953906864505	5.77352674302084	0.305155091157471	nonDEG	nonPA
cds2574	OG0000514	K05515	mrdA; penicillin-binding protein 2 [EC:3.4.16.4]	5.87341347026933	3.99937734180012	2.06045364244138	nonDEG	PA
cds2576	OG0000107	K12132	prkC; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	9.16603015683744	9.68364660075915	0.109036269611122	nonDEG	nonPA
cds2577	OG0000713	K01658	trpG; anthranilate synthase component II [EC:4.1.3.27]	9.50264438117172	11.5053700468963	-1.33430468840994	down	nonPA
cds2578	OG0005149	K07284	srtA; sortase A [EC:3.4.22.70]	9.96622410650381	11.5394629451875	-0.945071838298666	nonDEG	nonPA
cds2579	OG0006174			7.73053622910239	7.40342977157668	0.374941890762559	nonDEG	nonPA
cds258	OG0001064	K01710	E4.2.1.46; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	7.94047099055263	7.14691000230933	1.45199385370193	nonDEG	nonPA
cds2580	OG0000624			6.92702000584043	7.77346896010134	-0.1983609162431	nonDEG	nonPA
cds2581	OG0000238	K03768	PPIB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	7.9908013341995	8.38158015831262	0.205940806843001	nonDEG	nonPA
cds2582				11.3002387131754	12.3698282044068	-0.405324582185716	nonDEG	nonPA
cds2583	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	8.71877409204011	11.4241727782877	-2.07665040510799	down	nonPA
cds2584				8.33249832785378	11.4768592445454	-2.44503773840573	down	nonPA
cds2585				6.30158567024531	9.02499614331453	-3.5623811237682	down	nonPA
cds2586	OG0006175			8.70439421946044	10.5796065197958	-1.20403535477188	down	nonPA
cds2587	OG0000552	K02469	gyrA; DNA gyrase subunit A [EC:5.99.1.3]	7.51331957254129	8.62690823764609	-0.978151445102307	nonDEG	nonPA
cds2588	OG0000213	K02470	gyrB; DNA gyrase subunit B [EC:5.99.1.3]	5.92307404699158	6.97814497326159	-1.8858618452111	nonDEG	nonPA
cds2589	OG0006176			9.03832980502898	9.92281400867413	-0.252129392958368	nonDEG	nonPA
cds259	OG0001793			9.58180029510457	6.43068191470604	3.76715008668373	up	nonPA
cds2590	OG0001170	K03629	recF; DNA replication and repair protein RecF	7.72504596605483	8.86673976814827	-0.372398158503325	nonDEG	nonPA
cds2591	OG0000475	K00033	PGD; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	9.02346440781615	7.55395768178082	2.02313399063985	up	nonPA
cds2592	OG0000858	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	10.7826510706655	9.87436507226216	1.50785997908258	up	nonPA
cds2593	OG0000857	K02313	dnaA; chromosomal replication initiator protein	7.93440005613328	8.39626331478578	0.166089997642472	nonDEG	nonPA
cds2594	OG0001238	K02914	RP-L34; large subunit ribosomal protein L34	6.69718546479153	9.20040831262668	-1.86735237943043	nonDEG	nonPA
cds2595	OG0001029	K03536	rnpA; ribonuclease P protein component [EC:3.1.26.5]	6.54301897469208	5.99640591614177	1.31424936098156	nonDEG	nonPA
cds2597	OG0000649	K03217	yidC; YidC/Oxa1 family membrane protein insertase	6.68394935911094	5.75147715077278	1.04807892317736	nonDEG	nonPA
cds2598	OG0005104	K06346	jag; spoIIIJ-associated protein	6.28629187583373	6.58221581505041	0.127573985787036	nonDEG	nonPA
cds2599	OG0000856	K03501	gidB; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	6.01186526395419	3.85273995249416	0.786765776550417	nonDEG	nonPA
cds260	OG0000479	K01092	E3.1.3.25; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	9.29693007901495	11.2709402338778	-1.32918251790514	down	nonPA
cds2600	OG0000101	K03496	parA; chromosome partitioning protein	7.03284740245916	7.19385078710437	1.23778992072792	nonDEG	nonPA
cds2603	OG0000772	K00384	trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]	6.22783490269954	7.97379681945553	-0.565721167253105	nonDEG	nonPA
cds2604	OG0001304	K03980	murJ; putative peptidoglycan lipid II flippase	6.55519426670045	7.78513636668106	-0.42858497585817	nonDEG	nonPA
cds2605				7.88285879159856	8.62182890884768	-0.0374725355271204	nonDEG	nonPA
cds2606	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein	8.01802617064257	6.12266033240698	2.5288265051836	up	nonPA
cds2607				6.94871834858106	6.88833109705467	0.96178606459045	nonDEG	nonPA
cds2608	OG0000023	K18138	acrB; multidrug efflux pump	6.56071848771328	7.6868738216012	-2.29651445726444	nonDEG	nonPA
cds2609	OG0000222	K02493	hemK; release factor glutamine methyltransferase [EC:2.1.1.297]	10.6571436014721	10.0196963768826	1.3056616441104	up	nonPA
cds261	OG0002811			9.77736017302446	10.9798021754367	-0.598953787018808	nonDEG	nonPA
cds2610	OG0004469			10.5712089509017	8.92471791355106	2.27812701905251	up	nonPA
cds2611	OG0000672	K05516	cbpA; curved DNA-binding protein	9.28834113364398	9.51011441044157	0.424627638904777	nonDEG	nonPA
cds2612	OG0001904	K21688	rpfB; resuscitation-promoting factor RpfB	5.95805647397093	6.27749383957985	0.388183095951337	nonDEG	nonPA
cds2613	OG0000633	K05520	pfpI; protease I [EC:3.5.1.124]	6.50803654771274	4.24503253985552	1.31404479254891	nonDEG	nonPA
cds2614	OG0000648			5.56071848771328	5.64104070704556	-1.31573740658067	nonDEG	nonPA
cds2616	OG0000097	K01066	aes; acetyl esterase [EC:3.1.1.-]	8.3067655028319	7.47472667092021	1.45097087415627	up	PA
cds2618	OG0000889	K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	4.01186526395419	6.01280334542886	-2.9952431592791	nonDEG	nonPA
cds2619	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon	8.70243119419885	5.35950181395479	3.89482545015407	up	nonPA
cds262	NA	NA	NA	7.03556086532213	7.70783147964227	0.124754306297059	nonDEG	nonPA
cds2620	OG0000325	K03711	fur; Fur family transcriptional regulator, ferric uptake regulator	6.16373562691547	7.30672650638075	-1.1855658430838	nonDEG	nonPA
cds2622				6.90332563981994	8.08201794495249	-0.29798299207897	nonDEG	nonPA
cds2623	OG0004011			8.45308132853713	8.68164355348173	0.841161142163123	nonDEG	nonPA
cds2624	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein	9.42172858394212	9.13452273809781	0.930149794554656	nonDEG	nonPA
cds2625	OG0000912			7.46248050062579	7.36352808449736	0.699222684170572	nonDEG	nonPA
cds2626				5.08093221990875	6.20685311703875	-0.464374765670914	nonDEG	nonPA
cds2628	OG0002818			6.56040292812855	5.23814373394482	1.34692753827699	nonDEG	nonPA
cds2629	OG0000263	K00355	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	7.0397245133832	8.03105587302522	-0.313606726536805	nonDEG	nonPA
cds2630	OG0002547			5.08093221990875	5.07638951371535	0.11842362975023	nonDEG	nonPA
cds2632				5.56071848771328	5.60182898248599	-1.36788938991537	nonDEG	nonPA
cds2634	OG0005170			6.12118391806901	3.66346822112525	2.48076478356563	nonDEG	nonPA
cds2635	OG0002594	K01267	DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]	8.4636370613443	8.09469910553424	1.00672435787802	nonDEG	nonPA
cds2637	OG0000619	K03321	TC.SULP; sulfate permease, SulP family	8.7182539207109	10.4691176398994	-1.14766753825836	down	nonPA
cds2638	OG0000371	K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]	8.13702968865684	10.144038934626	-1.17479112170749	nonDEG	nonPA
cds2639				7.69128058891638	8.14895461772341	0.147891038633863	nonDEG	nonPA
cds2640				6.22585181392248	7.00084269227563	0.175036536366867	nonDEG	nonPA
cds2641	OG0002757	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	6.02687343312673	5.84748418054139	1.08834491382889	nonDEG	nonPA
cds2651	OG0000143	K02027	ABC.MS.S; multiple sugar transport system substrate-binding protein	7.12843370291657	4.63308559177252	2.93044162324075	nonDEG	PA
cds2652	OG0000028	K11475	vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator	5.14568098843444	5.376860773808	-1.55327635393132	nonDEG	nonPA
cds2653	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	6.56071848771328	5.61228370612243	-0.194904646493614	nonDEG	nonPA
cds2655	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein	3.56071848771328	5.63536705211987	-3.44992530795882	nonDEG	nonPA
cds2656	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein	10.9960813047822	9.97681191676038	1.59327347385201	up	PA
cds2657	OG0000036	K02033	ABC.PE.P; peptide/nickel transport system permease protein	6.00849291506258	7.1091130042412	-0.430994391231311	nonDEG	PA
cds2659	OG0001651	K03568	tldD; TldD protein	5.93799154666468	6.67518850098539	0.0679831535127121	nonDEG	nonPA
cds266				7.35517113566333	8.08621106276565	-0.141815358440759	nonDEG	nonPA
cds2661				6.45780068286935	6.74197426307053	0.38488307746169	nonDEG	nonPA
cds2663	OG0000535	K12972	ghrA; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	6.32702820860976	5.79750103564903	1.10157393491689	nonDEG	nonPA
cds2664	OG0000990			8.96351638836721	12.4076310681132	-2.56373307052844	down	nonPA
cds2665	OG0006216	K00077	panE; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	11.2527466828611	13.8012117853632	-1.87566344815377	down	nonPA
cds2666	OG0001542			6.36807340977088	10.5929824549275	-5.43390558592082	down	nonPA
cds2667	OG0000116	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	7.71051908820181	11.8794377453724	-3.38780324946078	down	PA
cds2668	OG0000018	K02035	ABC.PE.S; peptide/nickel transport system substrate-binding protein	8.84554413249212	9.714890130669	-0.142828729175374	nonDEG	nonPA
cds267	OG0005112	K00528	fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	5.07877312619431	6.15892400794823	-1.15222520323217	nonDEG	PA
cds2670	OG0000037	K02034	ABC.PE.P1; peptide/nickel transport system permease protein	6.68850446899667	5.62101081148924	1.92271266933779	nonDEG	PA
cds2671	OG0000015	K02031	ABC.PE.A; peptide/nickel transport system ATP-binding protein	5.88828714196635	4.29421826932681	1.53771510130347	nonDEG	nonPA
cds2673	OG0006292	K02335	polA; DNA polymerase I [EC:2.7.7.7]	6.7856276879776	4.57044007876115	2.23418622739236	nonDEG	nonPA
cds2674				5.21018306905801	6.20929779509643	-0.795632178825952	nonDEG	nonPA
cds2675	OG0006285			7.03437751771301	6.43882723398127	0.601220793914123	nonDEG	nonPA
cds2676	OG0000752	K02990	RP-S6; small subunit ribosomal protein S6	4.39146810875036	5.44002004009591	-0.311960843807223	nonDEG	nonPA
cds2677	OG0000303	K03111	ssb; single-strand DNA-binding protein	5.28629187583373	4.93464826088319	0.273803508530255	nonDEG	nonPA
cds2679	OG0001076	K02939	RP-L9; large subunit ribosomal protein L9	7.17697173259606	6.41232010536398	0.791106613448838	nonDEG	nonPA
cds268	OG0000686	K02523	ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]	8.19988892477157	8.96841303498478	-0.109712984730014	nonDEG	nonPA
cds2680	OG0000931	K02314	dnaB; replicative DNA helicase [EC:3.6.4.12]	5.65169647243212	4.83354412197651	2.07248541096363	nonDEG	nonPA
cds2681				6.44920671746033	3.23882731379974	3.15355020919635	nonDEG	nonPA
cds2684	OG0000263	K00355	NQO1; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	5.85534904218348	5.26169525179941	1.73874146874561	nonDEG	nonPA
cds2685				6.01186526395419	5.32961807060412	-0.281850569204198	nonDEG	nonPA
cds2686	OG0003050	K18930	dld; D-lactate dehydrogenase	6.73064348915559	4.46348314939304	1.04528901186927	nonDEG	PA
cds2687	OG0002082	K02564	nagB; glucosamine-6-phosphate deaminase [EC:3.5.99.6]	5.07877312619431	4.88674833097857	0.220311279018728	nonDEG	PA
cds269				6.80444274434027	8.90400357996301	-0.843948440204994	nonDEG	nonPA
cds2693	OG0001898	K07032	uncharacterized protein	6.36766270413622	5.53761395650519	1.65135664965062	nonDEG	PA
cds2697	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	5.37114711650169	4.97968054714114	0.525475409355008	nonDEG	nonPA
cds27	OG0006206			6.68136480778503	5.77312211670588	2.02824243393177	nonDEG	nonPA
cds270	OG0003610			8.22139107661556	9.38573495020926	-0.559022167149151	nonDEG	nonPA
cds2703	OG0006182			5.59682776467534	4.48134961252106	0.149351845619646	nonDEG	nonPA
cds2704	OG0003588			7.66979513153716	7.00178267185501	1.88625561028641	nonDEG	nonPA
cds2707	OG0001888	K17836	penP; beta-lactamase class A [EC:3.5.2.6]	6.40850087416182	3.01155263380849	2.42466488995342	nonDEG	nonPA
cds2709	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	6.59682776467534	3.82733889592073	1.69843806976301	nonDEG	nonPA
cds271	OG0000747	K03183	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	7.6555405500015	7.26342756797992	1.35467929525002	nonDEG	nonPA
cds2710				6.8490734655478	3.94331333039417	1.7903471163574	nonDEG	nonPA
cds2712	OG0004471			6.12466364053392	5.38883828734476	0.757647455263798	nonDEG	nonPA
cds2713	OG0003992	K00384	trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]	8.69693290113358	10.0124555430153	-0.428510074014018	nonDEG	nonPA
cds2714	OG0002434			6.1817902653965	3.85273995249416	1.22327582818279	nonDEG	nonPA
cds2715	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	7.67927303264287	4.02998011230889	4.19779079558419	up	nonPA
cds2716	OG0000020	K07506	AraC family transcriptional regulator	6.1817902653965	3.04070691422527	1.71061985474713	nonDEG	nonPA
cds2717				5.64271827901495	4.94504214596595	1.39267393380204	nonDEG	nonPA
cds2718	OG0002362	K07223	yfeX; porphyrinogen peroxidase [EC:1.11.1.-]	5.81768951454343	8.79784695237039	-2.63715599239738	nonDEG	nonPA
cds272	OG0002541			8.90995133960993	5.90592316241989	3.61007521038424	up	nonPA
cds2720	OG0004472	K01569	oxdD; oxalate decarboxylase [EC:4.1.1.2]	7.80800937389267	10.0997182647091	-1.60096451668172	down	nonPA
cds2721	OG0001344			5.83785990221877	8.1293429173023	-1.64917825890191	nonDEG	nonPA
cds2723				5.33379335884155	3.86103150870717	0.518268157515284	nonDEG	nonPA
cds2724	OG0001344			6.31836313909878	5.28281303088084	1.63717254091566	nonDEG	nonPA
cds2725	OG0006286			7.75933361090286	9.03080544453528	-0.652965507249397	nonDEG	nonPA
cds2726	OG0000052	K05799	pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	6.75900583739457	8.81519647605533	-0.445443895191707	nonDEG	nonPA
cds2727	OG0006287			7.24365135107538	8.3322484145358	0.0870632062060382	nonDEG	nonPA
cds2728	OG0000095	K13566	NIT2; omega-amidase [EC:3.5.1.3]	7.31836313909878	8.81234710201641	-0.859460919202869	nonDEG	nonPA
cds2729	OG0000392	K00459	ncd2; nitronate monooxygenase [EC:1.13.12.16]	7.10261170139117	8.59976542635716	-0.631420287007195	nonDEG	nonPA
cds273	OG0001344			6.27850260051456	8.33008746873505	-1.22272775332245	nonDEG	nonPA
cds2730				5.56071848771328	7.09902526324228	-2.80177312420326	nonDEG	nonPA
cds2731				5.87114711650169	6.48716057730364	-0.407308372072377	nonDEG	nonPA
